In-Channel Modification,-9.07306,-40.23522,1.647519946,1505.197731,0.413185909,18,18,466,1,0
In-Channel Modification,-9.803995,-40.959114,0.19814454,1505.197731,0.445600485,18,18,419,1,0
In-Channel Modification,-8.803995,-39.959114,8.836544991,1568.763718,0.462843456,18,18,431,1,0
In-Channel Modification,-7.803995,-38.959114,1.502616048,1283.573849,0.850231401,24,18,594,1,0
In-Channel Modification,-6.803995,-37.959114,0.092749953,1239.916817,0.947147489,18,18,668,1,0
In-Channel Modification,-7.57382,-40.25341,1.716289043,1519.673386,1.610371061,18,12,738,1,0
In-Channel Modification,-8.069863,-39.328154,1.793655992,1568.763718,0.633987401,21,18,532,1,0
In-Channel Modification,-10.47258,-40.08251,1.741160989,1492.431824,0.439110942,24,18,624,1,0
In-Channel Modification,-7.476338,-47.84705,0.905131102,915.5435543,0.507677584,18,18,1669,1,0
In-Channel Modification,-7.915354,-40.08788,0.16787228,1519.673386,0.802996379,18,18,544,1,0
In-Channel Modification,-7.15178,-35.847647,4.33324194,1645.587395,0.375544711,18,9,702,201,0
In-Channel Modification,-8.916656,-44.7091,0.460241467,1264.90115,2.650109582,18,18,975,1,0
In-Channel Modification,-8.936914,-46.1898,0.333542317,996.8456974,2.483785633,18,18,1162,1,0
In-Channel Modification,-6.23119,-38.00017,1.901678085,1521.172203,1.105237971,24,18,681,1,0
In-Channel Modification,-6.260875,-37.81138,2.838860035,1239.916817,0.713276796,18,18,752,1,0
In-Channel Modification,-7.22381,-37.2532,2.114527464,1401.794067,0.632644478,24,18,591,1,0
In-Channel Modification,-7.1541,-37.1334,0.627441406,1401.794067,0.518898551,21,18,495,1,0
In-Channel Modification,-10.11667,-39.0667,1.889425039,1581.45388,0.175293308,18,18,460,1,0
In-Channel Modification,-24.0413066,-48.97499,1.373470545,1166.859997,1.7891319,9,3,1268,1,0
In-Channel Modification,-8.65,-41.16667,1.111344814,1243.65884,0.534392547,24,18,511,1,0
In-Channel Modification,-7.347735,-35.872607,18.00280762,1645.587395,0.245713147,18,18,582,201,0
In-Channel Modification,-7.34714,-35.887999,9.42889595,1645.587395,0.245713147,18,18,591,201,0
In-Channel Modification,-6.524552,-36.373584,3.549085855,1245.594553,0.280339996,24,18,409,1,0
In-Channel Modification,-11.46667,-40.2,2.758268833,1579.125427,0.367312079,18,18,641,1,0
In-Channel Modification,-11.46667,-40.2333,1.734775543,1579.125427,0.367312079,24,18,643,200,0
In-Channel Modification,-10.76667,-40.05,0.378896683,1492.431824,0.404854308,24,18,621,1,0
In-Channel Modification,-7.9,-40.25,1.427470684,1519.673386,0.843576205,21,18,555,1,0
In-Channel Modification,-11.46667,-40.7,7.315022469,1579.125427,0.391094754,18,9,683,1,0
In-Channel Modification,-4.91667,-38.5167,2.708350182,1210.652283,0.216695972,24,18,732,1,0
In-Channel Modification,-9.068,-40.328,0.623746634,1505.197731,0.414166239,18,18,490,1,0
In-Channel Modification,-8.069837,-39.32563,1.500783801,1568.763718,0.633987401,24,18,532,1,0
In-Channel Modification,-7.068088,-38.32788,5.974301338,1283.573849,1.024281278,18,16,785,1,0
In-Channel Modification,-6.068088,-37.32788,0.99117595,1239.916817,0.902657374,24,18,643,1,0
In-Channel Modification,-6.37308,-37.21417,1.795218825,1239.916817,0.640361117,24,18,617,1,0
In-Channel Modification,-6.81102,-49.270978,0.637651384,1023.66338,8.680378068,18,18,1735,1,0
In-Channel Modification,-6.34196,-37.21473,0.825889289,1239.916817,0.685709625,24,18,610,1,0
In-Channel Modification,-6.33115,-37.20542,1.467458844,1239.916817,0.685709625,24,18,614,1,0
In-Channel Modification,-6.32229,-37.22113,1.359286904,1239.916817,0.685709625,24,18,596,1,0
In-Channel Modification,-6.4053,-37.23023,1.437838674,1239.916817,0.640361117,21,18,598,1,0
In-Channel Modification,-6.45574,-37.24519,1.342202783,1239.916817,0.621046187,24,18,585,1,0
In-Channel Modification,-24.047689,-48.870614,8.341485977,1166.859997,2.096325906,9,3,1175,1,0
In-Channel Modification,-6.8967,-35.8009,2.399603367,1393.83519,0.631044525,24,18,733,1,0
In-Channel Modification,-6.7856,-35.7607,2.626841307,1393.83519,0.576651548,18,18,717,1,0
In-Channel Modification,-5.41557,-37.3746,0.416963249,1432.2966,0.588358566,18,11,622,1,0
In-Channel Modification,-6.2118,-36.41419,0.552439153,1245.594553,0.387546086,24,18,459,1,0
In-Channel Modification,-25.078805,-49.270172,23.27517319,616.7973671,2.217889125,12,3,1459,1,0
In-Channel Modification,-24.0493718,-48.883994,0.749482751,1166.859997,2.096325906,3,3,1181,1,0
In-Channel Modification,-24.0447091,-48.916656,7.066035271,1166.859997,2.096325906,3,3,1270,1,0
In-Channel Modification,-6.78083,-35.75722,3.418308496,1393.83519,0.576651548,18,18,739,1,0
In-Channel Modification,-6.78083,-35.75722,3.418308496,1393.83519,0.576651548,18,18,739,1,0
In-Channel Modification,-6.78083,-35.75722,3.418308496,1393.83519,0.576651548,18,18,739,1,0
In-Channel Modification,-7.13384,-35.90199,3.342390776,1645.587395,0.385160517,24,18,632,201,0
In-Channel Modification,-9.8731,-40.23717,1.297922492,1505.197731,0.287136278,24,18,394,1,0
In-Channel Modification,-9.069175,-40.328099,0.330998003,1505.197731,0.414166239,18,18,490,1,0
In-Channel Modification,-9.068088,-40.32788,0.623746634,1505.197731,0.414166239,18,18,490,1,0
In-Channel Modification,-9.067192,-40.327736,0.785079122,1505.197731,0.414166239,18,18,490,1,0
In-Channel Modification,-9.069863,-40.328154,0.742618978,1505.197731,0.414166239,21,18,490,1,0
In-Channel Modification,-24.0446051,-48.91742,11.10450268,1166.859997,2.096325906,3,3,1238,1,0
In-Channel Modification,-1.46194,38.00394,3.283900738,2062.840698,1.069065626,9,5,750,1,0
In-Channel Modification,-1.46194,38.00394,3.283900738,2062.840698,1.069065626,9,5,750,1,0
In-Channel Modification,-1.45665,38.00079,0.948576331,2062.840698,1.069065626,12,5,750,1,0
In-Channel Modification,-1.45557,38.00053,2.287890434,2062.840698,1.069065626,12,5,750,1,0
In-Channel Modification,-1.45142,37.99972,2.059943676,1659.207939,1.069065626,15,5,754,1,0
In-Channel Modification,-1.449857,38.00249,1.578043938,2062.840698,1.023985788,12,3,752,1,0
In-Channel Modification,-1.34344,37.98505,1.619772792,1659.207939,0.885247467,15,9,784,1,0
In-Channel Modification,-1.37143,37.98888,2.545824528,1659.207939,1.023985788,12,9,777,1,0
In-Channel Modification,-1.36987,37.96826,2.178442955,1659.207939,1.023985788,9,3,767,1,0
In-Channel Modification,-34.418697,19.234465,0.42895183,1645.798584,0.307335999,18,18,543,1,0
In-Channel Modification,37.068383,117.694767,0.216413468,1525.075771,1.140339969,21,21,590,1,0
In-Channel Modification,39.703593,116.158776,0,1237.827614,0.805301704,21,21,530,1,0
In-Channel Modification,35.213283,107.349539,16.85482407,1266.971817,0.549779988,21,21,517,1,0
In-Channel Modification,38.476994,102.286657,0.450308889,954.0964432,0.027879049,27,27,154,1,0
In-Channel Modification,36.999577,107.999626,8.327142715,1811.438904,0.492378991,21,21,458,1,0
In-Channel Modification,12.190454,79.251187,1.52622211,926.936985,1.575895711,18,18,987,1,0
In-Channel Modification,13.974516,39.410441,2.85806489,1110.047868,11.75117821,12,12,908,1,0
